Ref,Common_group,Common_species,Genus,Species,fp,fpn,fp_last,ad,adn,ad_last
663,Flycatcher,Chat,Melaenornis,infuscatus,2.1548,7108,2024-05-25,0.5865,1787,2024-05-01
917,Flycatcher,Collared,Ficedula,albicollis,0.0015,5,2021-01-23,0.0000,0,-
1022,Flycatcher,"European Pied",Ficedula,hypoleuca,0.0003,1,2016-12-20,0.0003,1,2016-12-18
678,Flycatcher,Fairy,Stenostira,scita,3.7988,12531,2024-05-30,0.4674,1424,2024-05-26
665,Flycatcher,Fiscal,Melaenornis,silens,28.8014,95007,2024-06-01,4.2066,12817,2024-06-01
661,Flycatcher,Marico,Melaenornis,mariquensis,5.0444,16640,2024-05-31,1.3509,4116,2024-06-01
662,Flycatcher,Pale,Melaenornis,pallidus,1.1386,3756,2024-05-25,0.2015,614,2024-05-18
664,Flycatcher,"Southern Black",Melaenornis,pammelaina,12.2773,40499,2024-06-01,2.0142,6137,2024-05-30
654,Flycatcher,Spotted,Muscicapa,striata,8.6686,28595,2024-05-22,1.2961,3949,2024-05-11
173,Francolin,Coqui,Peliperdix,coqui,1.8280,6030,2024-05-24,0.3207,977,2024-05-08
174,Francolin,Crested,Dendroperdix,sephaena,11.5018,37941,2024-05-31,2.8212,8596,2024-06-01
176,Francolin,Grey-winged,Scleroptila,afra,1.9523,6440,2024-05-31,0.3577,1090,2024-05-27
179,Francolin,"Orange River",Scleroptila,gutturalis,2.8739,9480,2024-06-01,0.4697,1431,2024-05-29
178,Francolin,Red-winged,Scleroptila,levaillantii,1.2957,4274,2024-05-24,0.2018,615,2024-05-25
177,Francolin,Shelley's,Scleroptila,shelleyi,0.6624,2185,2024-05-16,0.1178,359,2024-05-04
53,Frigatebird,"Great ",Fregata,minor,0.0009,3,2019-02-18,0.0003,1,2019-02-18
1013,Frigatebird,Lesser,Fregata,ariel,0.0064,21,2019-06-10,0.0016,5,2022-01-28
209,Gallinule,Allen's,Porphyrio,alleni,0.1428,471,2024-05-25,0.0532,162,2024-04-13
893,Gallinule,Purple,Porphyrio,martinica,0.0006,2,2023-07-08,0.0010,3,2023-07-08
43,Gannet,Australasian,Morus,serrator,0.0042,14,2024-02-27,0.0010,3,2024-03-12
44,Gannet,Cape,Morus,capensis,2.5437,8391,2024-05-28,0.4519,1377,2024-05-14
339,Go-away-bird,Grey,Crinifer,concolor,25.1618,83001,2024-05-31,7.0668,21532,2024-06-01
266,Godwit,Bar-tailed,Limosa,lapponica,0.6745,2225,2024-05-27,0.1260,384,2024-05-14
265,Godwit,Black-tailed,Limosa,limosa,0.0312,103,2020-12-21,0.0026,8,2018-12-26
1009,Godwit,Hudsonian,Limosa,haemastica,0.0042,14,2014-03-19,0.0007,2,2014-02-21
92,Goose,"African Pygmy",Nettapus,auritus,0.2731,901,2024-05-25,0.1300,396,2024-05-04
1308,Goose,Barnacle,Branta,leucopsis,0.0015,5,2016-06-19,0.0003,1,2009-07-27
10004,Goose,Domestic,Anser,anser,1.3111,4325,2024-05-26,0.1638,499,2024-05-18
89,Goose,Egyptian,Alopochen,aegyptiaca,60.2712,198816,2024-06-01,14.7467,44932,2024-09-08
1286,Goose,Greylag,Anser,anser,0.0021,7,2015-02-02,0.0000,0,-
88,Goose,Spur-winged,Plectropterus,gambensis,20.9113,68980,2024-06-01,4.2640,12992,2024-05-31
160,Goshawk,African,Accipiter,tachiro,4.6070,15197,2024-05-31,0.5530,1685,2024-05-27
163,Goshawk,"Dark Chanting",Melierax,metabates,0.7664,2528,2024-05-24,0.2921,890,2024-05-24
162,Goshawk,Gabar,Micronisus,gabar,3.2692,10784,2024-05-27,0.7470,2276,2024-05-24
165,Goshawk,"Pale Chanting",Melierax,canorus,6.9616,22964,2024-06-01,3.0608,9326,2024-06-01
618,Grassbird,Cape,Sphenoeacus,afer,11.3093,37306,2024-05-31,1.5389,4689,2024-05-29
616,Grassbird,Fan-tailed,Catriscus,brevirostris,0.3659,1207,2024-05-19,0.0597,182,2024-05-05
5,Grebe,Black-necked,Podiceps,nigricollis,1.5330,5057,2024-06-01,0.3561,1085,2024-05-20
4,Grebe,"Great Crested",Podiceps,cristatus,2.9206,9634,2024-05-29,0.4349,1325,2024-05-28
6,Grebe,Little,Tachybaptus,ruficollis,25.5477,84274,2024-06-01,4.1170,12544,2024-05-28
551,Greenbul,Sombre,Andropadus,importunus,24.7401,81610,2024-05-31,5.3658,16349,2024-05-31
550,Greenbul,Yellow-bellied,Chlorocichla,flaviventris,5.3997,17812,2024-05-31,0.8326,2537,2024-05-13
547,Greenbul,Yellow-streaked,Phyllastrephus,flavostriatus,0.2938,969,2024-05-03,0.0985,300,2024-04-20
263,Greenshank,Common,Tringa,nebularia,7.6394,25200,2024-05-29,1.3049,3976,2024-05-10
193,Guineafowl,Crested,Guttera,pucherani,1.2593,4154,2024-05-19,0.2645,806,2024-05-18
192,Guineafowl,Helmeted,Numida,meleagris,49.5679,163509,2024-06-01,10.5852,32252,2024-05-31
933,Gull,Black-headed,Chroicocephalus,ridibundus,0.0012,4,2009-11-26,0.0000,0,-
932,Gull,Franklin's,Leucophaeus,pipixcan,0.0243,80,2024-04-18,0.0082,25,2021-12-06
288,Gull,Grey-headed,Chroicocephalus,cirrocephalus,9.2437,30492,2024-06-01,2.0568,6267,2024-05-26
289,Gull,Hartlaub's,Chroicocephalus,hartlaubii,5.2918,17456,2024-06-01,1.5278,4655,2024-05-27
287,Gull,Kelp,Larus,dominicanus,11.6416,38402,2024-06-01,3.2052,9766,2024-05-27
2046,Gull,Laughing,Leucophaeus,atricilla,0.0036,12,2022-02-12,0.0059,18,2022-02-12
4136,Gull,"Lesser Black-backed",Larus,fuscus,0.0315,104,2023-09-19,0.0075,23,2021-06-16
901,Gull,Sabine's,Xema,sabini,0.0246,81,2024-03-29,0.0144,44,2023-12-26
2058,Gull,Sooty,Ichthyaetus,hemprichii,0.0133,44,2021-04-28,0.0062,19,2021-04-06
167,Harrier,"African Marsh",Circus,ranivorus,3.3938,11195,2024-05-26,0.6600,2011,2024-05-29
169,Harrier,Black,Circus,maurus,1.5264,5035,2024-05-26,0.5120,1560,2024-05-17
170,Harrier,Montagu's,Circus,pygargus,0.1598,527,2024-02-14,0.0551,168,2024-03-16
168,Harrier,Pallid,Circus,macrourus,0.1264,417,2024-02-21,0.0446,136,2024-02-21
166,Harrier,"Western Marsh",Circus,aeruginosus,0.0564,186,2024-01-04,0.0131,40,2023-12-06
171,Harrier-Hawk,African,Polyboroides,typus,6.5893,21736,2024-05-31,1.3351,4068,2024-05-30
131,Hawk,Bat,Macheiramphus,alcinus,0.0840,277,2024-02-03,0.0486,148,2024-03-23
141,Hawk-eagle,African,Aquila,spilogaster,1.9386,6395,2024-05-27,0.5579,1700,2024-05-23
140,Hawk-Eagle,Ayre's,Hieraaetus,ayresii,0.0679,224,2024-02-28,0.0223,68,2024-01-13
728,Helmetshrike,Retz's,Prionops,retzii,1.5012,4952,2024-05-30,0.2937,895,2024-05-12
727,Helmetshrike,White-crested,Prionops,plumatus,4.4008,14517,2024-05-31,1.0936,3332,2024-05-30
64,Heron,Black,Egretta,ardesiaca,1.9123,6308,2024-05-26,0.4112,1253,2024-04-21
69,Heron,"Black-crowned Night",Nycticorax,nycticorax,4.1829,13798,2024-05-28,0.5484,1671,2024-05-26
55,Heron,Black-headed,Ardea,melanocephala,32.7572,108056,2024-06-01,6.6444,20245,2024-06-01
56,Heron,Goliath,Ardea,goliath,6.6381,21897,2024-05-30,1.2600,3839,2024-05-31
54,Heron,Grey,Ardea,cinerea,27.3954,90369,2024-06-01,5.5210,16822,2024-05-28
1015,Heron,"Little Blue",Egretta,caerulea,0.0003,1,2008-07-29,0.0000,0,-
883,Heron,"Malagasy Pond",Ardeola,idae,0.0070,23,2018-07-04,0.0016,5,2018-06-26
57,Heron,Purple,Ardea,purpurea,7.5430,24882,2024-06-01,1.0614,3234,2024-05-31
65,Heron,Rufous-bellied,Ardeola,rufiventris,0.0503,166,2024-01-01,0.0226,69,2023-12-31
62,Heron,Squacco,Ardeola,ralloides,4.5406,14978,2024-06-01,0.8481,2584,2024-05-08
63,Heron,Striated,Butorides,striata,6.2291,20548,2024-06-01,1.0755,3277,2024-05-23
70,Heron,"White-backed Night",Gorsachius,leuconotus,0.1185,391,2024-02-09,0.0289,88,2024-02-22
116,Hobby,African,Falco,cuvierii,0.0009,3,2020-01-11,0.0000,0,-
115,Hobby,Eurasian,Falco,subbuteo,0.4759,1570,2024-03-27,0.0968,295,2024-03-22
132,Honey-buzzard,European,Pernis,apivorus,0.5054,1667,2024-04-02,0.1231,375,2024-04-13
443,Honeybird,Brown-backed,Prodotiscus,regulus,2.1515,7097,2024-05-27,0.2169,661,2024-05-25
440,Honeyguide,Greater,Indicator,indicator,4.3344,14298,2024-05-31,0.6617,2016,2024-05-25
442,Honeyguide,Lesser,Indicator,minor,7.1213,23491,2024-05-30,0.8179,2492,2024-05-19
441,Honeyguide,Scaly-throated,Indicator,variegatus,1.4536,4795,2024-05-27,0.1743,531,2024-04-20
418,Hoopoe,African,Upupa,africana,29.1816,96261,2024-06-01,4.6969,14311,2024-05-30
424,Hornbill,"African Grey",Lophoceros,nasutus,13.3983,44197,2024-05-31,3.6256,11047,2024-06-01
427,Hornbill,Crowned,Lophoceros,alboterminatus,3.4735,11458,2024-05-30,0.5556,1693,2024-05-22
1185,Hornbill,"Damara Red-billed",Tockus,damarensis,0.0003,1,2021-08-22,0.0000,0,-
10002,Hornbill,"Hybrid Damara/Red-billed",Tockus,damarensis/erythrorhynchus,0.0000,0,-,0.0003,1,2019-04-20
430,Hornbill,"Southern Ground ",Bucorvus,leadbeateri,1.5252,5031,2024-05-27,3.0296,9231,2024-05-19
4129,Hornbill,"Southern Red-billed",Tockus,rufirostris,8.5049,28055,2024-05-31,2.8429,8662,2024-06-01
426,Hornbill,"Southern Yellow-billed",Tockus,leucomelas,12.1924,40219,2024-05-31,4.4977,13704,2024-06-01
422,Hornbill,Trumpeter,Bycanistes,bucinator,4.3287,14279,2024-05-30,0.7391,2252,2024-05-18
668,Hyliota,Southern,Hyliota,australis,0.0018,6,2019-05-18,0.0000,0,-
81,Ibis,"African Sacred",Threskiornis,aethiopicus,32.8167,108252,2024-06-01,7.5014,22856,2024-09-08
83,Ibis,Glossy,Plegadis,falcinellus,9.0966,30007,2024-06-01,1.9426,5919,2024-05-26
84,Ibis,"Hadada ",Bostrychia,hagedash,68.6706,226523,2024-06-01,16.6789,50819,2024-05-31
82,Ibis,"Southern Bald",Geronticus,calvus,2.5995,8575,2024-05-30,1.0447,3183,2024-05-24
849,Indigobird,Dusky,Vidua,funerea,1.9023,6275,2024-05-13,0.3026,922,2024-05-01
850,Indigobird,Purple,Vidua,purpurascens,0.9076,2994,2024-05-19,0.1684,513,2024-03-25
851,Indigobird,Village,Vidua,chalybeata,2.5571,8435,2024-05-27,0.5527,1684,2024-05-19
228,Jacana,African,Actophilornis,africanus,7.4493,24573,2024-05-30,1.8314,5580,2024-05-31
229,Jacana,Lesser,Microparra,capensis,0.0876,289,2024-05-06,0.0299,91,2024-05-06
930,Jaeger,Long-tailed,Stercorarius,longicaudus,0.0006,2,2023-04-22,0.0000,0,-
284,Jaeger,Parasitic,Stercorarius,parasiticus,0.1025,338,2024-05-20,0.0292,89,2024-04-20
285,Jaeger,Pomarine,Stercorarius,pomarinus,0.0121,40,2024-04-06,0.0023,7,2023-04-23
121,Kestrel,Dickinson's,Falco,dickinsoni,0.0846,279,2024-05-26,0.0223,68,2024-04-06
122,Kestrel,Greater,Falco,rupicoloides,2.4610,8118,2024-06-01,1.0690,3257,2024-05-27
125,Kestrel,Lesser,Falco,naumanni,1.8047,5953,2024-04-03,0.6252,1905,2024-04-04
123,Kestrel,Rock,Falco,rupicolus,10.0582,33179,2024-06-01,2.3296,7098,2024-05-29
398,Kingfisher,"African Pygmy",Ispidina,picta,1.0965,3617,2024-05-08,0.1739,530,2024-03-20
402,Kingfisher,Brown-hooded,Halcyon,albiventris,26.8219,88477,2024-05-31,4.3766,13335,2024-05-31
395,Kingfisher,Giant,Megaceryle,maxima,9.4510,31176,2024-05-31,1.3886,4231,2024-05-28
401,Kingfisher,Grey-headed,Halcyon,leucocephala,0.3019,996,2024-04-13,0.0702,214,2024-03-22
396,Kingfisher,Half-collared,Alcedo,semitorquata,1.3405,4422,2024-05-26,0.2094,638,2024-05-16
397,Kingfisher,Malachite,Corythornis,cristatus,10.3553,34159,2024-05-31,1.5074,4593,2024-05-25
400,Kingfisher,Mangrove,Halcyon,senegaloides,0.1258,415,2024-04-27,0.0213,65,2024-03-30
394,Kingfisher,Pied,Ceryle,rudis,17.9438,59191,2024-05-31,3.0601,9324,2024-05-30
403,Kingfisher,Striped,Halcyon,chelicuti,2.7359,9025,2024-05-30,0.5924,1805,2024-05-23
399,Kingfisher,Woodland,Halcyon,senegalensis,7.0137,23136,2024-05-14,2.6617,8110,2024-04-08
128,Kite,Black,Milvus,migrans,0.1813,598,2024-03-07,0.0505,154,2024-03-05
130,Kite,"Black-winged ",Elanus,caeruleus,27.0729,89305,2024-06-01,7.2939,22224,2024-06-01
129,Kite,Yellow-billed,Milvus,aegyptius,12.4486,41064,2024-05-23,3.9118,11919,2024-05-09
254,Knot,Red,Calidris,canutus,0.1552,512,2024-05-03,0.0331,101,2024-04-20
223,Korhaan,Blue,Eupodotis,caerulescens,1.7531,5783,2024-05-31,0.4408,1343,2024-05-29
220,Korhaan,Karoo,Eupodotis,vigorsii,2.2412,7393,2024-05-30,0.5461,1664,2024-05-15
1035,Korhaan,"Northern Black",Afrotis,afraoides,10.1322,33423,2024-06-01,1.9748,6017,2024-05-26
224,Korhaan,Red-crested,Lophotis,ruficrista,5.1378,16948,2024-05-26,1.6640,5070,2024-05-23
4134,Korhaan,"Southern Black",Afrotis,afra,1.4924,4923,2024-05-31,0.3932,1198,2024-05-25
247,Lapwing,"African Wattled",Vanellus,senegallus,14.5731,48072,2024-06-01,2.5793,7859,2024-05-30
243,Lapwing,Black-winged,Vanellus,melanopterus,1.6191,5341,2024-05-27,0.4040,1231,2024-05-19
245,Lapwing,Blacksmith,Vanellus,armatus,54.1042,178473,2024-06-01,12.8556,39170,2024-09-08
242,Lapwing,Crowned,Vanellus,coronatus,36.6491,120894,2024-06-01,7.8105,23798,2024-05-31
10033,Lapwing,"Hybrid Blacksmith/White-crowned",,,0.0006,2,2016-08-04,0.0000,0,-
248,Lapwing,Long-toed,Vanellus,crassirostris,0.0018,6,2020-09-23,0.0023,7,2020-09-25
244,Lapwing,Senegal,Vanellus,lugubris,0.5802,1914,2024-05-24,0.2160,658,2024-04-30
1031,Lapwing,Spur-winged,Vanellus,spinosus,0.0012,4,2020-06-23,0.0075,23,2020-05-31
246,Lapwing,White-crowned,Vanellus,albiceps,1.1010,3632,2024-05-27,0.3016,919,2024-05-22
4123,Lark,"Agulhas Long-billed",Certhilauda,brevirostris,0.8619,2843,2024-05-20,0.1825,556,2024-05-26
1037,Lark,Barlow's,Calendulauda,barlowi,0.0440,145,2022-12-19,0.0131,40,2023-03-19
472,Lark,Botha's,Spizocorys,fringillaris,0.0185,61,2023-03-13,0.0286,87,2022-03-20
4140,Lark,"Cape Clapper",Mirafra,apiata,1.2593,4154,2024-05-31,0.1979,603,2024-05-26
4125,Lark,"Cape Long-billed",Certhilauda,curvirostris,0.3092,1020,2024-05-15,0.0778,237,2024-05-01
466,Lark,Clapper,Mirafra,apiata,0.0003,1,2009-08-30,0.0000,0,-
464,Lark,Dusky,Pinarocorys,nigricans,0.3504,1156,2024-05-15,0.1342,409,2024-04-10
1183,Lark,"Eastern Clapper",Mirafra,fasciolata,5.3024,17491,2024-05-30,0.8609,2623,2024-05-26
4126,Lark,"Eastern Long-billed",Certhilauda,semitorquata,0.9095,3000,2024-05-11,0.2278,694,2024-05-23
459,Lark,Fawn-colored,Calendulauda,africanoides,2.1969,7247,2024-05-16,0.5255,1601,2024-05-17
468,Lark,Flappet,Mirafra,rufocinnamomea,0.7076,2334,2024-05-20,0.1723,525,2024-05-12
461,Lark,Karoo,Calendulauda,albescens,1.3593,4484,2024-05-30,0.3289,1002,2024-05-10
4155,Lark,Karoo,Calendulauda,albescens,0.0000,0,-,0.0003,1,2018-03-12
4127,Lark,"Karoo Long-billed",Certhilauda,subcoronata,1.9641,6479,2024-05-30,0.4854,1479,2024-05-15
463,Lark,Large-billed,Galerida,magnirostris,5.7774,19058,2024-06-01,1.1290,3440,2024-05-26
456,Lark,Melodious,Mirafra,cheniana,0.6293,2076,2024-05-20,0.1372,418,2024-03-21
457,Lark,Monotonous,Mirafra,passerina,0.6939,2289,2024-05-17,0.3364,1025,2024-03-22
490,Lark,Pink-billed,Spizocorys,conirostris,0.8358,2757,2024-05-29,0.1743,531,2024-05-17
479,Lark,Red,Calendulauda,burra,0.1188,392,2024-05-02,0.0489,149,2024-04-08
488,Lark,Red-capped,Calandrella,cinerea,10.1555,33500,2024-05-31,2.1382,6515,2024-05-29
473,Lark,Rudd's,Heteromirafra,ruddi,0.0588,194,2023-12-06,0.0368,112,2023-11-17
458,Lark,Rufous-naped,Mirafra,africana,17.2235,56815,2024-05-29,3.5101,10695,2024-05-26
460,Lark,Sabota,Calendulauda,sabota,8.5458,28190,2024-05-31,2.3194,7067,2024-06-01
491,Lark,Sclater's,Spizocorys,sclateri,0.0988,326,2024-05-29,0.0266,81,2024-05-02
465,Lark,Short-clawed,Certhilauda,chuana,0.2465,813,2024-05-31,0.0574,175,2024-04-27
474,Lark,Spike-heeled,Chersomanes,albofasciata,6.2058,20471,2024-06-01,1.3811,4208,2024-05-29
492,Lark,Stark's,Spizocorys,starki,0.2228,735,2024-04-01,0.0473,144,2024-03-30
703,Longclaw,Cape,Macronyx,capensis,21.3097,70294,2024-06-01,3.9788,12123,2024-05-29
705,Longclaw,Rosy-throated,Macronyx,ameliae,0.0370,122,2023-09-24,0.0131,40,2023-10-25
704,Longclaw,Yellow-throated,Macronyx,croceus,4.3484,14344,2024-05-30,0.7043,2146,2024-05-31
331,Lovebird,Black-cheeked,Agapornis,nigrigenis,0.0852,281,2024-04-23,0.0158,48,2024-04-23
1636,Lovebird,Fischer's,Agapornis,fischeri,0.0003,1,2019-04-19,0.0003,1,2022-07-03
